airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Goair,2019-05-18,Banglore,Delhi,20:55:00,23:40:00,165,0,No Info,4632
Spicejet,2019-04-27,Kolkata,Banglore,09:00:00,11:25:00,145,0,No check-in baggage included,3841
Indigo,2019-03-12,Chennai,Kolkata,22:05:00,00:30:00,145,0,No Info,6297
Vistara,2019-04-24,Banglore,Delhi,09:45:00,12:35:00,170,0,No Info,5403
Spicejet,2019-05-21,Banglore,Delhi,09:30:00,12:20:00,170,0,No Info,3625
Air India,2019-03-09,Delhi,Cochin,08:00:00,19:15:00,675,1,No Info,16754
Jet Airways,2019-06-15,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,In-flight meal not included,4050
Goair,2019-05-21,Delhi,Cochin,07:25:00,13:20:00,355,1,No Info,5842
Jet Airways,2019-06-06,Kolkata,Banglore,10:20:00,17:35:00,435,1,In-flight meal not included,9689
Multiple Carriers,2019-06-15,Delhi,Cochin,08:45:00,19:15:00,630,1,No Info,9526
Indigo,2019-05-12,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,No Info,2754
Vistara,2019-03-01,Banglore,New Delhi,06:40:00,10:25:00,1665,1,No Info,12371
Multiple Carriers,2019-06-24,Delhi,Cochin,08:45:00,19:15:00,630,1,No Info,9001
Jet Airways,2019-06-03,Delhi,Cochin,21:50:00,04:25:00,395,1,No Info,16079
Multiple Carriers,2019-06-12,Delhi,Cochin,16:00:00,01:30:00,570,1,No Info,13377
Multiple Carriers,2019-03-09,Delhi,Cochin,06:50:00,19:15:00,745,1,In-flight meal not included,14817
Indigo,2019-03-21,Delhi,Cochin,04:45:00,13:20:00,515,1,No Info,7738
Goair,2019-05-24,Kolkata,Banglore,16:40:00,00:15:00,455,1,No Info,8855
Indigo,2019-06-01,Delhi,Cochin,16:10:00,22:30:00,380,1,No Info,6938
Spicejet,2019-06-24,Delhi,Cochin,15:45:00,22:05:00,380,1,No Info,5583
Air Asia,2019-05-18,Kolkata,Banglore,19:55:00,22:25:00,150,0,No Info,5989
Jet Airways,2019-06-24,Delhi,Cochin,10:00:00,19:00:00,540,1,In-flight meal not included,10262
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,22:35:00,850,1,No Info,14781
Spicejet,2019-06-06,Chennai,Kolkata,09:45:00,12:00:00,135,0,No Info,3597
Vistara,2019-04-18,Banglore,Delhi,09:45:00,12:35:00,170,0,No Info,5403
Jet Airways,2019-03-06,Delhi,Cochin,17:55:00,04:25:00,2070,2,No Info,17072
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,10:55:00,1520,1,In-flight meal not included,10539
Multiple Carriers,2019-03-21,Delhi,Cochin,07:30:00,19:15:00,705,1,No Info,9100
Spicejet,2019-03-24,Chennai,Kolkata,09:30:00,12:05:00,155,0,No Info,3859
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,18:00:00,1500,1,No Info,12692
Vistara,2019-03-18,Chennai,Kolkata,07:05:00,09:20:00,135,0,No Info,4842
Air India,2019-05-18,Delhi,Cochin,13:15:00,09:25:00,1210,2,No Info,11307
Jet Airways,2019-06-12,Delhi,Cochin,11:30:00,04:25:00,1015,1,In-flight meal not included,10262
Jet Airways,2019-06-01,Banglore,Delhi,18:55:00,22:00:00,185,0,In-flight meal not included,7229
Indigo,2019-05-18,Banglore,Delhi,10:10:00,13:00:00,170,0,No Info,3943
Vistara,2019-06-06,Kolkata,Banglore,17:00:00,10:45:00,1065,1,No Info,9187
Jet Airways,2019-05-06,Banglore,Delhi,11:10:00,14:05:00,175,0,In-flight meal not included,4030
Jet Airways,2019-06-27,Delhi,Cochin,11:40:00,19:00:00,440,2,No Info,18804
Air India,2019-06-27,Delhi,Cochin,18:05:00,21:10:00,185,0,No Info,5201
Jet Airways,2019-05-09,Delhi,Cochin,17:30:00,19:00:00,1530,1,No Info,15554
Spicejet,2019-05-15,Delhi,Cochin,06:05:00,11:20:00,315,1,No Info,5583
Spicejet,2019-05-18,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,No check-in baggage included,1965
Air India,2019-04-06,Delhi,Cochin,06:05:00,09:25:00,1640,1,No Info,4487
Jet Airways,2019-05-06,Banglore,Delhi,17:45:00,20:45:00,180,0,In-flight meal not included,4030
Jet Airways,2019-04-01,Delhi,Cochin,10:00:00,19:00:00,540,1,In-flight meal not included,5406
Spicejet,2019-05-21,Banglore,Delhi,05:55:00,08:35:00,160,0,No Info,3311
Jet Airways,2019-06-24,Delhi,Cochin,17:30:00,12:35:00,1145,1,In-flight meal not included,10262
Air India,2019-03-01,Banglore,New Delhi,05:50:00,22:45:00,1015,1,No Info,14069
Jet Airways,2019-06-15,Delhi,Cochin,14:00:00,19:00:00,300,1,No Info,14714
Jet Airways,2019-05-09,Delhi,Cochin,19:10:00,19:00:00,1430,2,No Info,15129
Jet Airways,2019-05-09,Delhi,Cochin,09:35:00,12:35:00,1620,2,No Info,14657
Air India,2019-03-01,Banglore,New Delhi,08:50:00,09:25:00,1475,2,No Info,25430
Multiple Carriers,2019-05-18,Delhi,Cochin,14:55:00,22:30:00,455,1,No Info,7740
Indigo,2019-03-03,Kolkata,Banglore,22:10:00,00:55:00,165,0,No Info,5618
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,21:05:00,1480,1,No Info,12121
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,08:15:00,665,1,In-flight meal not included,10844
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,08:15:00,735,1,In-flight meal not included,9663
Air Asia,2019-06-01,Delhi,Cochin,07:55:00,22:25:00,870,1,No Info,8759
Indigo,2019-06-12,Banglore,Delhi,00:30:00,03:25:00,175,0,No Info,3419
Air India,2019-05-27,Delhi,Cochin,12:55:00,19:15:00,1820,2,No Info,12436
Jet Airways,2019-05-24,Delhi,Cochin,19:10:00,19:00:00,1430,2,No Info,15129
Spicejet,2019-04-01,Kolkata,Banglore,08:35:00,17:15:00,520,1,No Info,6013
Jet Airways,2019-06-06,Delhi,Cochin,19:30:00,04:25:00,535,2,No Info,13014
Indigo,2019-03-01,Banglore,New Delhi,10:05:00,13:00:00,175,0,No Info,10067
Multiple Carriers,2019-03-21,Delhi,Cochin,07:30:00,15:30:00,480,1,No Info,11269
Jet Airways,2019-06-09,Delhi,Cochin,07:05:00,04:25:00,1280,1,In-flight meal not included,10262
Multiple Carriers,2019-03-03,Delhi,Cochin,04:00:00,18:50:00,890,1,No Info,15237
Indigo,2019-05-01,Kolkata,Banglore,15:30:00,18:05:00,155,0,No Info,4804
Indigo,2019-04-01,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,No Info,2754
Air India,2019-03-01,Banglore,New Delhi,17:00:00,08:50:00,950,1,1 Long layover,10981
Multiple Carriers,2019-03-27,Delhi,Cochin,10:20:00,01:35:00,915,1,No Info,6427
Jet Airways,2019-05-18,Delhi,Cochin,08:00:00,04:25:00,1225,1,In-flight meal not included,12373
Jet Airways,2019-04-03,Delhi,Cochin,02:15:00,12:35:00,620,1,In-flight meal not included,5177
Jet Airways,2019-06-18,Mumbai,Hyderabad,08:45:00,10:15:00,90,0,In-flight meal not included,4995
Air India,2019-05-27,Delhi,Cochin,22:00:00,19:15:00,1275,2,No Info,10651
Indigo,2019-03-18,Mumbai,Hyderabad,21:20:00,22:45:00,85,0,No Info,2227
Indigo,2019-06-27,Delhi,Cochin,08:35:00,22:30:00,835,1,No Info,6442
Air India,2019-05-21,Delhi,Cochin,05:10:00,08:00:00,170,0,No Info,6094
Multiple Carriers,2019-03-09,Delhi,Cochin,17:25:00,01:35:00,490,1,In-flight meal not included,12616
Multiple Carriers,2019-06-06,Delhi,Cochin,07:30:00,19:00:00,690,1,No Info,12524
Indigo,2019-05-09,Delhi,Cochin,04:55:00,21:00:00,965,1,No Info,6979
Indigo,2019-03-06,Delhi,Cochin,04:45:00,13:20:00,515,1,No Info,13611
Air India,2019-03-24,Kolkata,Banglore,09:10:00,21:50:00,760,2,No Info,15187
Indigo,2019-03-21,Delhi,Cochin,07:20:00,12:30:00,310,1,No Info,6388
Air India,2019-05-27,Mumbai,Hyderabad,13:55:00,15:25:00,90,0,No Info,3625
Indigo,2019-06-24,Chennai,Kolkata,07:55:00,10:15:00,140,0,No Info,3850
Multiple Carriers,2019-05-18,Delhi,Cochin,10:00:00,01:30:00,930,1,No Info,8073
Vistara,2019-05-21,Kolkata,Banglore,07:10:00,22:40:00,930,1,No Info,8452
Spicejet,2019-05-27,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,No check-in baggage included,1965
Air India,2019-03-03,Banglore,New Delhi,10:00:00,12:45:00,165,0,No Info,8588
Air India,2019-04-01,Kolkata,Banglore,20:30:00,23:15:00,1605,1,No Info,7211
Spicejet,2019-06-21,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,No check-in baggage included,2647
Air India,2019-06-27,Delhi,Cochin,20:15:00,19:15:00,1380,2,No Info,13591
Air India,2019-04-09,Banglore,Delhi,21:05:00,23:55:00,170,0,No Info,4441
Multiple Carriers,2019-06-09,Delhi,Cochin,08:00:00,19:00:00,660,1,No Info,12192
Air India,2019-06-09,Banglore,Delhi,06:10:00,08:55:00,165,0,No Info,6961
Air India,2019-03-12,Banglore,New Delhi,06:45:00,20:35:00,830,1,No Info,12127
Air India,2019-03-21,Delhi,Cochin,07:05:00,09:25:00,1580,2,No Info,7615
Multiple Carriers,2019-06-06,Delhi,Cochin,17:50:00,01:30:00,460,2,No Info,18275
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,09:30:00,875,1,No Info,13817
Air India,2019-05-01,Kolkata,Banglore,19:00:00,11:05:00,965,1,No Info,6117
Multiple Carriers,2019-06-12,Delhi,Cochin,08:30:00,19:15:00,645,1,No Info,7354
Indigo,2019-05-15,Kolkata,Banglore,15:30:00,18:05:00,155,0,No Info,4804
Indigo,2019-03-01,Banglore,New Delhi,16:50:00,21:35:00,285,1,No Info,13302
Multiple Carriers,2019-06-01,Delhi,Cochin,08:30:00,19:00:00,630,1,No Info,11200
Multiple Carriers,2019-03-27,Delhi,Cochin,09:00:00,21:00:00,720,1,No Info,12537
Air India,2019-03-27,Delhi,Cochin,13:00:00,19:15:00,375,1,No Info,6902
Jet Airways,2019-06-12,Delhi,Cochin,22:50:00,04:25:00,335,1,In-flight meal not included,10262
Jet Airways,2019-05-21,Delhi,Cochin,05:30:00,04:25:00,1375,2,No Info,15129
Goair,2019-04-03,Delhi,Cochin,07:25:00,13:35:00,370,1,No Info,4106
Air India,2019-05-21,Delhi,Cochin,13:05:00,09:25:00,1220,2,No Info,10467
Indigo,2019-04-21,Kolkata,Banglore,20:20:00,22:55:00,155,0,No Info,4804
Indigo,2019-03-15,Chennai,Kolkata,13:20:00,15:35:00,135,0,No Info,6297
Air Asia,2019-05-09,Banglore,Delhi,04:55:00,07:45:00,170,0,No Info,4282
Jet Airways,2019-05-09,Kolkata,Banglore,17:00:00,10:55:00,1075,1,No Info,10953
Jet Airways,2019-06-27,Banglore,Delhi,17:45:00,20:45:00,180,0,No Info,8016
Multiple Carriers,2019-06-06,Delhi,Cochin,07:30:00,19:15:00,705,1,No Info,7354
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,20:45:00,740,1,In-flight meal not included,10844
Jet Airways,2019-05-27,Delhi,Cochin,20:00:00,04:25:00,505,2,No Info,16263
Spicejet,2019-06-27,Kolkata,Banglore,17:10:00,19:40:00,150,0,No check-in baggage included,3841
Jet Airways,2019-03-21,Banglore,New Delhi,21:25:00,11:25:00,840,1,In-flight meal not included,7832
Multiple Carriers,2019-03-06,Delhi,Cochin,12:50:00,01:35:00,765,1,No Info,15147
Indigo,2019-05-01,Kolkata,Banglore,15:15:00,20:05:00,290,1,No Info,4775
Air India,2019-05-24,Kolkata,Banglore,09:10:00,04:40:00,1170,2,No Info,6117
Air India,2019-06-01,Delhi,Cochin,12:30:00,09:25:00,1255,1,No Info,7480
Indigo,2019-03-06,Delhi,Cochin,08:25:00,21:00:00,755,1,No Info,14871
Air India,2019-05-18,Kolkata,Banglore,09:50:00,23:15:00,805,2,No Info,15957
Multiple Carriers,2019-03-21,Delhi,Cochin,09:10:00,18:50:00,580,1,No Info,13069
Goair,2019-06-09,Kolkata,Banglore,23:30:00,07:45:00,495,1,No Info,6354
Multiple Carriers,2019-05-21,Delhi,Cochin,08:30:00,19:00:00,630,1,No Info,9627
Jet Airways,2019-06-12,Delhi,Cochin,20:55:00,19:00:00,1325,1,In-flight meal not included,10262
Air India,2019-05-06,Delhi,Cochin,14:10:00,17:10:00,180,0,No Info,6934
Air India,2019-05-01,Kolkata,Banglore,05:50:00,20:25:00,875,2,No Info,10991
Indigo,2019-06-21,Banglore,Delhi,07:10:00,10:05:00,175,0,No Info,4823
Indigo,2019-05-27,Delhi,Cochin,07:35:00,22:30:00,895,1,No Info,7514
Jet Airways,2019-05-18,Banglore,Delhi,08:20:00,11:20:00,180,0,No Info,7229
Jet Airways,2019-06-24,Delhi,Cochin,09:00:00,04:25:00,1165,1,In-flight meal not included,10262
Jet Airways,2019-05-01,Kolkata,Banglore,21:10:00,10:05:00,775,1,In-flight meal not included,10844
Jet Airways,2019-06-21,Banglore,Delhi,11:10:00,14:05:00,175,0,In-flight meal not included,5769
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,08:15:00,800,1,No Info,14571
Vistara,2019-05-09,Kolkata,Banglore,07:10:00,23:25:00,975,1,No Info,8085
Jet Airways,2019-05-09,Delhi,Cochin,02:15:00,19:00:00,1005,1,No Info,15554
Multiple Carriers,2019-05-27,Delhi,Cochin,11:25:00,19:15:00,470,1,No Info,8625
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,12:00:00,1025,1,In-flight meal not included,9663
Multiple Carriers,2019-05-15,Delhi,Cochin,18:15:00,01:30:00,435,1,No Info,13727
Indigo,2019-04-06,Banglore,Delhi,06:05:00,08:50:00,165,0,No Info,4423
Air India,2019-03-06,Mumbai,Hyderabad,06:00:00,09:10:00,1630,2,No Info,13169
Indigo,2019-06-27,Banglore,Delhi,23:30:00,02:20:00,170,0,No Info,3943
Multiple Carriers,2019-03-03,Delhi,Cochin,08:00:00,18:50:00,650,1,No Info,15342
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,23:35:00,1025,1,In-flight meal not included,7064
Air India,2019-04-01,Banglore,Delhi,21:05:00,23:55:00,170,0,No Info,4441
Jet Airways,2019-03-15,Banglore,New Delhi,11:40:00,18:25:00,405,1,In-flight meal not included,9134
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,16:20:00,1430,1,No Info,13044
Indigo,2019-05-18,Delhi,Cochin,16:00:00,21:00:00,300,1,No Info,6069
Air India,2019-06-06,Delhi,Cochin,20:15:00,19:15:00,1380,2,No Info,13591
Jet Airways,2019-05-15,Kolkata,Banglore,08:25:00,18:15:00,590,1,In-flight meal not included,10844
Spicejet,2019-06-09,Chennai,Kolkata,17:45:00,20:05:00,140,0,No check-in baggage included,3543
Jet Airways,2019-04-15,Banglore,Delhi,07:10:00,10:10:00,180,0,No Info,7229
Indigo,2019-05-09,Mumbai,Hyderabad,02:35:00,04:05:00,90,0,No Info,2754
Multiple Carriers,2019-06-27,Delhi,Cochin,09:15:00,19:15:00,600,1,No Info,8099
Indigo,2019-05-18,Kolkata,Banglore,14:25:00,16:55:00,150,0,No Info,5224
Air India,2019-03-24,Kolkata,Banglore,09:10:00,13:40:00,270,1,No Info,8026
Indigo,2019-06-15,Delhi,Cochin,17:30:00,01:30:00,480,1,No Info,5883
Jet Airways,2019-06-12,Kolkata,Banglore,21:10:00,04:40:00,450,1,In-flight meal not included,7594
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,10:05:00,1655,1,In-flight meal not included,8586
Air India,2019-03-21,Delhi,Cochin,12:00:00,07:40:00,1180,2,No Info,9706
Jet Airways,2019-04-03,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,In-flight meal not included,2228
Spicejet,2019-05-18,Kolkata,Banglore,11:15:00,18:30:00,435,1,No Info,10944
Jet Airways,2019-05-21,Delhi,Cochin,07:05:00,19:00:00,715,1,In-flight meal not included,12239
Indigo,2019-05-24,Kolkata,Banglore,11:30:00,14:05:00,155,0,No Info,5224
Multiple Carriers,2019-05-21,Delhi,Cochin,09:00:00,19:00:00,600,1,No Info,10197
Vistara,2019-05-24,Kolkata,Banglore,20:20:00,18:50:00,1350,1,No Info,9345
Jet Airways,2019-05-06,Kolkata,Banglore,10:20:00,17:35:00,435,1,In-flight meal not included,7064
Jet Airways,2019-05-18,Delhi,Cochin,19:45:00,19:00:00,1395,1,No Info,15554
Air India,2019-05-24,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,No Info,3100
Jet Airways,2019-04-27,Banglore,Delhi,08:20:00,11:20:00,180,0,In-flight meal not included,5198
Multiple Carriers,2019-06-09,Delhi,Cochin,03:50:00,19:00:00,910,1,No Info,12192
Indigo,2019-05-03,Chennai,Kolkata,13:15:00,15:35:00,140,0,No Info,3597
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,23:25:00,390,1,In-flight meal not included,11134
Jet Airways,2019-05-18,Delhi,Cochin,17:30:00,19:00:00,1530,1,In-flight meal not included,12373
Multiple Carriers,2019-06-12,Delhi,Cochin,18:00:00,01:30:00,450,1,No Info,7198
Jet Airways,2019-03-27,Delhi,Cochin,08:00:00,18:50:00,650,1,In-flight meal not included,6068
Air India,2019-05-18,Kolkata,Banglore,08:20:00,20:25:00,725,2,No Info,12534
Indigo,2019-05-27,Delhi,Cochin,08:30:00,21:00:00,750,1,No Info,6838
Jet Airways,2019-06-01,Banglore,Delhi,07:10:00,10:10:00,180,0,In-flight meal not included,7229
Multiple Carriers,2019-03-21,Delhi,Cochin,14:35:00,22:20:00,465,1,In-flight meal not included,5999
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,16:20:00,1585,1,In-flight meal not included,10031
Air Asia,2019-05-21,Kolkata,Banglore,09:45:00,12:15:00,150,0,No Info,4409
Indigo,2019-05-27,Delhi,Cochin,07:15:00,12:30:00,315,1,No Info,5636
Jet Airways,2019-06-01,Delhi,Cochin,19:15:00,19:00:00,1425,1,In-flight meal not included,10262
Air India,2019-03-09,Delhi,Cochin,16:40:00,19:15:00,1595,2,No Info,11911
Indigo,2019-04-06,Kolkata,Banglore,04:40:00,07:15:00,155,0,No Info,4174
Jet Airways,2019-06-03,Delhi,Cochin,09:40:00,19:00:00,560,2,No Info,13014
Jet Airways,2019-05-03,Banglore,Delhi,07:10:00,10:10:00,180,0,No Info,7229
Indigo,2019-05-01,Mumbai,Hyderabad,06:25:00,07:55:00,90,0,No Info,4392
Jet Airways,2019-04-09,Delhi,Cochin,22:50:00,04:25:00,335,1,No Info,12242
Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,09:20:00,800,1,No Info,14781
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,19:50:00,845,1,No Info,14781
Jet Airways,2019-04-03,Banglore,Delhi,11:10:00,14:05:00,175,0,No Info,7229
Air Asia,2019-05-03,Banglore,Delhi,04:55:00,07:45:00,170,0,No Info,6181
Vistara,2019-03-09,Banglore,New Delhi,19:40:00,22:20:00,160,0,No Info,8290
Indigo,2019-06-12,Banglore,Delhi,13:00:00,15:50:00,170,0,No Info,3943
Indigo,2019-05-18,Chennai,Kolkata,14:45:00,17:05:00,140,0,No Info,3858
Goair,2019-04-06,Delhi,Cochin,07:00:00,12:55:00,355,1,No Info,5135
Air Asia,2019-03-24,Banglore,New Delhi,05:50:00,08:40:00,170,0,No Info,3383
Multiple Carriers,2019-03-03,Delhi,Cochin,02:15:00,15:30:00,795,1,No Info,17057
Indigo,2019-05-18,Kolkata,Banglore,08:10:00,13:00:00,290,1,No Info,5279
Multiple Carriers,2019-06-06,Delhi,Cochin,12:50:00,19:15:00,385,1,No Info,8266
Indigo,2019-03-03,Delhi,Cochin,11:30:00,21:00:00,570,1,No Info,14871
Air India,2019-03-27,Delhi,Cochin,13:30:00,08:15:00,1125,1,No Info,6681
Vistara,2019-05-18,Delhi,Cochin,06:00:00,09:10:00,190,0,No Info,6741
Air India,2019-04-01,Kolkata,Banglore,14:35:00,15:20:00,1485,1,No Info,5006
Jet Airways,2019-03-21,Banglore,New Delhi,16:55:00,10:25:00,1050,1,In-flight meal not included,7832
Jet Airways,2019-05-09,Delhi,Cochin,22:50:00,04:25:00,335,1,No Info,15554
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,19:50:00,1640,1,In-flight meal not included,10844
Jet Airways,2019-05-12,Banglore,Delhi,18:55:00,22:00:00,185,0,No Info,7229
Indigo,2019-05-01,Banglore,Delhi,18:55:00,21:50:00,175,0,No Info,4823
Multiple Carriers,2019-05-01,Delhi,Cochin,07:30:00,19:00:00,690,1,No Info,9794
Jet Airways,2019-06-01,Delhi,Cochin,08:00:00,19:00:00,660,1,In-flight meal not included,10262
Multiple Carriers,2019-06-03,Delhi,Cochin,10:35:00,19:00:00,505,1,No Info,10877
Air India,2019-05-06,Kolkata,Banglore,09:25:00,15:05:00,1780,2,No Info,11542
Jet Airways,2019-06-24,Banglore,Delhi,07:10:00,10:10:00,180,0,In-flight meal not included,5769
Jet Airways,2019-05-27,Delhi,Cochin,07:05:00,04:25:00,1280,1,In-flight meal not included,12898
Jet Airways,2019-05-27,Delhi,Cochin,13:00:00,12:35:00,1415,1,In-flight meal not included,12898
Air India,2019-06-01,Mumbai,Hyderabad,19:30:00,20:45:00,75,0,No Info,3100
Indigo,2019-03-15,Kolkata,Banglore,21:25:00,00:05:00,160,0,No Info,4148
Jet Airways,2019-05-27,Delhi,Cochin,13:00:00,04:25:00,925,1,In-flight meal not included,12898
Indigo,2019-06-15,Mumbai,Hyderabad,21:20:00,22:50:00,90,0,No Info,2227
Indigo,2019-06-01,Kolkata,Banglore,04:40:00,07:15:00,155,0,No Info,4804
Jet Airways,2019-06-15,Delhi,Cochin,02:15:00,04:25:00,1570,1,In-flight meal not included,10262
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,23:35:00,425,1,In-flight meal not included,8586
Jet Airways,2019-03-03,Mumbai,Hyderabad,02:55:00,04:25:00,90,0,No Info,5678
Indigo,2019-06-09,Delhi,Cochin,17:05:00,22:15:00,310,1,No Info,6493
Air India,2019-03-03,Delhi,Cochin,22:00:00,19:15:00,1275,2,No Info,22096
Jet Airways,2019-03-21,Delhi,Cochin,16:10:00,18:50:00,1600,2,In-flight meal not included,8728
Vistara,2019-05-18,Kolkata,Banglore,17:00:00,10:45:00,1065,1,No Info,9187
Jet Airways,2019-03-06,Delhi,Cochin,13:00:00,18:50:00,350,1,No Info,17024
Jet Airways,2019-03-21,Delhi,Cochin,19:10:00,18:50:00,1420,2,In-flight meal not included,6643
Jet Airways,2019-03-27,Delhi,Cochin,08:00:00,04:25:00,1225,1,In-flight meal not included,6645
Indigo,2019-06-01,Banglore,Delhi,01:30:00,04:15:00,165,0,No Info,4077
Air India,2019-05-21,Delhi,Cochin,22:00:00,19:15:00,1275,2,No Info,10231
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,19:50:00,1640,1,In-flight meal not included,8529
Spicejet,2019-05-06,Chennai,Kolkata,09:45:00,12:00:00,135,0,No check-in baggage included,3543
Jet Airways,2019-04-01,Delhi,Cochin,18:15:00,19:00:00,1485,1,In-flight meal not included,5406
Jet Airways,2019-06-09,Kolkata,Banglore,18:55:00,08:15:00,800,1,In-flight meal not included,11841
Air India,2019-05-09,Banglore,Delhi,10:00:00,12:45:00,165,0,No Info,5228
Jet Airways,2019-05-09,Delhi,Cochin,09:40:00,04:25:00,1125,2,In-flight meal not included,13029
Indigo,2019-06-01,Delhi,Cochin,20:25:00,01:30:00,305,1,No Info,6593
Indigo,2019-06-12,Kolkata,Banglore,11:30:00,14:05:00,155,0,No Info,4804
Jet Airways,2019-03-03,Delhi,Cochin,16:00:00,04:25:00,745,1,No Info,17234
Multiple Carriers,2019-05-27,Delhi,Cochin,07:05:00,21:00:00,835,1,In-flight meal not included,10406
Multiple Carriers,2019-06-03,Delhi,Cochin,07:10:00,22:30:00,920,1,No Info,7878
Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,08:15:00,735,1,In-flight meal not included,8586
Jet Airways,2019-06-01,Banglore,Delhi,08:20:00,11:20:00,180,0,In-flight meal not included,7229
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,10:55:00,1075,1,No Info,12692
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,22:35:00,365,1,In-flight meal not included,7064
Air India,2019-05-18,Delhi,Cochin,22:00:00,19:15:00,1275,2,No Info,10441
Multiple Carriers,2019-05-06,Delhi,Cochin,13:00:00,21:00:00,480,1,No Info,13727
Air Asia,2019-03-24,Kolkata,Banglore,07:35:00,19:25:00,710,1,No Info,6785
Air India,2019-05-21,Kolkata,Banglore,14:30:00,12:30:00,1320,2,No Info,15107
Multiple Carriers,2019-06-03,Delhi,Cochin,07:30:00,19:00:00,690,1,No Info,10877
Indigo,2019-05-24,Chennai,Kolkata,07:55:00,10:15:00,140,0,No Info,3850
Multiple Carriers,2019-05-15,Delhi,Cochin,10:00:00,19:00:00,540,1,No Info,10197
Multiple Carriers,2019-03-21,Delhi,Cochin,10:20:00,18:50:00,510,1,No Info,11999
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,23:35:00,1585,1,In-flight meal not included,10844
Goair,2019-05-21,Delhi,Cochin,10:35:00,19:35:00,540,1,No Info,6195
Indigo,2019-03-09,Banglore,New Delhi,00:40:00,03:25:00,165,0,No Info,4545
Indigo,2019-05-27,Delhi,Cochin,17:30:00,01:30:00,480,1,No Info,6206
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,04:45:00,1220,1,In-flight meal not included,10031
Air India,2019-04-24,Banglore,Delhi,10:00:00,12:45:00,165,0,No Info,6121
Multiple Carriers,2019-06-27,Delhi,Cochin,15:00:00,01:30:00,630,1,No Info,13377
Indigo,2019-03-24,Kolkata,Banglore,11:55:00,16:25:00,270,1,No Info,9806
Goair,2019-04-03,Delhi,Cochin,10:35:00,19:35:00,540,1,No Info,5135
Air India,2019-05-15,Kolkata,Banglore,12:00:00,07:55:00,1195,2,No Info,9941
Indigo,2019-03-06,Delhi,Cochin,04:55:00,16:10:00,675,1,No Info,6171
Multiple Carriers,2019-03-06,Delhi,Cochin,08:55:00,15:30:00,395,1,No Info,15147
Jet Airways,2019-03-18,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,In-flight meal not included,2071
Jet Airways,2019-06-03,Delhi,Cochin,11:40:00,19:00:00,440,2,No Info,18804
